OTU.ID,Or.Ma.D.s,Or.Ma.R.s,Or.Ma.D.le,Or.Ma.R.le,Or.Ma.D.e,Or.Ma.R.e,Or.Ma.D.re,Or.Ma.R.re,Or.Ma.D.rz,Or.Ma.R.rz,Or.Ma.D.rzs,Or.Ma.R.rzs,Or.Sf.D.s,Or.Sf.R.s,Or.Sf.D.le,Or.Sf.R.le,Or.Sf.D.e,Or.Sf.R.e,Or.Sf.D.re,Or.Sf.R.re,Or.Sf.D.rz,Or.Sf.R.rz,Or.Sf.D.rzs,Or.Sf.R.rzs,Mg.Ma.D.s,Mg.Ma.R.s,Mg.Ma.D.le,Mg.Ma.R.le,Mg.Ma.D.e,Mg.Ma.R.e,Mg.Ma.R.re,Mg.Ma.D.rz,Mg.Ma.R.rz,Mg.Ma.D.rzs,Mg.Ma.R.rzs,Mg.Sf.D.s,Mg.Sf.R.s,Mg.Sf.D.le,Mg.Sf.R.le,Mg.Sf.D.e,Mg.Sf.R.e,Mg.Sf.D.re,Mg.Sf.R.re,Mg.Sf.D.rz,Mg.Sf.R.rz,Mg.Sf.D.rzs,Mg.Sf.R.rzs,Consensus.lineage
OTU_115,2,3,0,2,0,0,0,0,1,1,2,12,0,4,0,4,0,4,0,1,1,2,5,2,4,0,0,0,0,1,0,5,0,5,3,7,0,0,1,0,1,4,3,1,2,2,11,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__211ds20;g__211ds20FA
OTU_116,31,17,0,1,6,3,2,0,0,1,28,28,1,58,0,0,10,9,47,0,9,0,86,16,9,36,0,0,0,5,0,3,5,27,26,118,44,0,0,4,7,1,0,1,6,18,115,k__Bacteria;p__SC4;c__SC4PH;o__SC4PH;f__SC4PH;g__SC4PH
OTU_119,205,336,11,7,41,4,8,0,27,45,1719,68,62,58,17,1,2,2,15,1,16,25,31,110,787,571,0,0,8,2,4,75,1,107,42,31,224,0,1,0,22,0,1,0,9,145,34,k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Spartobacteriales;f__Spartobacteriaceae;g__MC18
OTU_121,23,33,0,2,1,0,0,0,2,1,25,475,5,87,0,0,3,0,0,0,6,0,61,37,13,2,0,0,2,1,0,9,19,83,43,88,2,0,0,0,2,0,0,0,256,59,57,k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__ChloracidobacteriaCL;f__ChloracidobacteriaCL;g__ChloracidobacteriaCL
OTU_122,7,81,0,0,0,0,0,6,0,1,5,45,16,78,8,0,2,9,0,0,3,1,8,41,4,14,0,0,0,1,0,3,4,16,1,13,14,0,0,2,7,0,0,0,0,27,26,k__Bacteria
OTU_123,61,95,1,0,23,22,0,0,2,19,66,85,92,29,0,0,28,45,66,0,88,21,48,223,28,32,1,0,12,36,2,54,39,97,67,81,55,0,0,25,45,0,3,0,129,92,243,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA
OTU_124,19,10,0,0,21,66,7,5,6,0,21,1,0,4,0,0,7,24,47,0,6,1,5,7,2,20,0,0,7,18,6,79,1,13,16,9,7,0,0,11,28,0,7,0,24,0,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__OxalobacteraceaeFA
OTU_128,20,10,0,0,0,0,0,0,0,0,15,1,17,34,0,5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales
OTU_129,82,97,0,0,80,20,0,0,5,24,54,96,7,47,0,0,17,152,21,0,16,3,45,37,138,136,0,0,7,32,1,30,38,92,121,131,100,0,0,23,49,0,0,1,122,67,79,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_130,0,1,0,1,0,0,0,0,0,1,1,1,7,1,0,4,1,0,22,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,12,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Brucella
OTU_131,17,2,0,4,10,15,9,0,0,4,3,1,0,0,0,0,4,11,0,45,2,1,1,3,0,6,0,0,1,33,0,1,1,16,1,9,1,0,2,1,9,2,2,1,2,1,2,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium
OTU_132,183,161,0,0,22,29,3,0,7,23,195,208,150,204,0,1,29,210,25,0,17,15,109,155,89,2,0,0,4,19,0,7,11,106,9,138,158,0,0,20,30,0,0,2,7,94,43,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter
OTU_133,118,187,0,0,2,4,0,2,2,10,219,317,6,379,13,0,1,8,0,0,7,6,12,229,12,20,0,0,1,1,0,19,13,249,33,295,78,0,1,3,7,0,0,2,1,55,474,k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__ChloracidobacteriaCL;f__ChloracidobacteriaCL;g__ChloracidobacteriaCL
OTU_134,26,24,0,1,68,24,6,3,0,8,42,29,25,16,0,0,38,107,36,0,50,11,54,63,31,70,0,0,12,115,4,60,72,66,109,78,27,0,0,49,124,10,9,4,353,24,106,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Actinomycetospora
OTU_135,128,21,0,0,4,2,0,0,6,2,50,21,21,204,0,1,5,32,2,0,6,2,3,23,37,1,0,0,1,3,0,24,5,55,7,37,14,0,0,2,9,9,0,4,10,23,33,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__SolirubrobacteralesOR;g__SolirubrobacteralesOR
OTU_137,111,0,0,0,4,2,0,0,0,12,25,10,0,27,0,2,5,5,24,1,1,2,0,2,5,0,0,0,1,8,0,27,0,29,3,36,1,0,0,5,3,6,1,9,5,0,34,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__SinobacteraceaeFA
OTU_138,4,1,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,13,1,2,0,1,0,0,2,1,0,0,0,0,1,0,1,2,3,0,0,0,0,0,1,0,0,0,0,2,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flexibacteraceae;g__Cytophaga
OTU_141,72,30,0,0,148,15,0,0,7,3,4,1,6,3,0,0,50,77,0,4,13,0,9,12,67,2,0,0,3,53,0,22,0,26,10,11,24,0,0,115,51,0,0,5,22,5,21,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Skermanella
OTU_143,20,1,0,0,0,0,0,0,0,0,8,4,0,31,0,0,1,0,0,0,0,2,0,0,5,1,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SyntrophobacteraceaeFA
OTU_144,344,11,0,0,3,1,74,5,1,4,50,26,0,50,0,0,0,19,0,0,2,6,2,19,5,0,0,0,0,2,0,31,6,50,5,37,3,3,0,3,4,62,1,10,4,8,31,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__HyphomicrobiaceaeFA
OTU_146,133,58,0,0,5,3,2,1,4,18,201,211,21,38,0,2,5,9,1,4,27,6,47,64,87,44,0,0,3,6,2,42,14,125,208,85,29,2,0,4,14,0,0,6,53,44,100,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__BetaproteobacteriaCL;f__BetaproteobacteriaCL;g__BetaproteobacteriaCL
OTU_147,79,41,0,0,61,15,0,5,2,0,6,7,1,13,0,0,38,97,8,86,7,1,5,20,36,7,0,0,8,45,0,21,0,42,11,14,30,0,0,43,46,0,0,0,43,19,22,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flexibacteraceae;g__FlexibacteraceaeFA
OTU_148,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas
OTU_151,86,0,0,3,7,3,0,312,0,2,9,1,0,2,0,12,5,10,0,3008,2,1,3,11,4,6,0,0,0,48,0,40,3,49,16,47,1,0,0,3,7,5,8,0,1,81,4,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter
OTU_153,11,1,0,0,1,0,0,4,0,1,20,2,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,6,8,0,0,0,0,0,0,0,1,0,0,3,4,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA
OTU_156,87,8,0,0,4,6,20,0,4,9,49,20,6,38,0,0,0,3,6,1,19,3,11,5,2,8,0,0,6,2,1,33,1,32,32,37,5,0,1,2,6,12,5,9,25,8,40,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes
OTU_158,0,1,15,3,4,2,32,8,0,1,0,0,0,0,0,2,6,3,8,5,3,0,0,1,0,0,0,0,0,11,0,1,0,0,3,0,0,0,0,11,10,17482,0,0,10,0,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas
OTU_160,21,12,0,0,6,6,0,0,0,1,18,19,11,19,0,0,80,177,0,0,3,0,12,4,71,3,0,0,0,7,0,0,5,30,5,45,24,0,0,61,16,0,0,1,0,23,1,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_162,55,20,0,1,44,9,42,19,4,29,176,44,36,23,0,0,8,63,27,2,43,15,15,102,14,26,0,0,9,40,187,61,43,53,93,52,44,0,0,18,44,20,143,7,138,44,48,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium
OTU_164,1,1,0,0,9,1,0,1,0,1,0,0,0,0,0,0,0,4,0,2,5,0,1,0,2,5,0,0,3,14,1,3,1,4,9,0,1,3,0,2,8,0,1,1,8,0,2,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter
OTU_165,1,1,120,209,10,0,0,4,65,80,2,3,2,1,135,10,0,4,267,0,10,19,0,0,4,4,0,0,2,34,0,82,3,2,3,1,2,13,4,16,43,0,3,173,164,4,8,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
OTU_166,100,137,0,0,8,7,3,0,4,25,98,82,21,51,0,0,6,6,25,0,34,3,17,60,67,26,0,0,4,2,0,33,6,91,57,33,26,0,0,5,7,4,0,7,10,36,49,k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__AcidobacterialesOR;g__AcidobacterialesOR
OTU_167,98,31,0,0,2,3,0,0,7,31,27,9,4,31,0,1,3,0,0,0,0,1,0,3,6,0,0,0,1,0,0,3,0,9,0,4,3,0,0,4,0,0,0,3,1,5,2,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA
OTU_168,52,37,0,3,7,5,8,0,2,20,35,50,38,8,0,0,2,3,0,0,5,1,4,7,60,30,0,0,0,6,0,23,13,100,45,24,10,0,0,2,12,0,0,1,14,45,42,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__SolirubrobacteralesOR;g__SolirubrobacteralesOR
OTU_170,84,72,0,0,106,60,135,143,12,35,22,185,13,16,0,3,31,101,8,0,27,1,20,74,150,79,0,0,21,193,4,70,59,63,121,31,98,0,0,70,178,8,1,15,147,85,56,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Actinoplanes
OTU_171,0,0,0,0,1,0,7,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,1,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__XanthobacteraceaeFA
OTU_172,12,5,0,0,3,7,0,19,0,0,4,3,0,15,0,0,1,2,11,2,4,0,4,5,0,2,0,0,3,3,0,8,1,4,31,2,0,0,0,4,22,4,2,2,2,1,14,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__MethylocystaceaeFA
OTU_173,107,12,0,0,7,2,0,0,1,8,57,48,0,31,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,2,0,27,0,68,8,34,0,0,0,3,1,0,1,4,0,0,20,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_174,0,0,3367,358,76,0,14,5,0,0,0,0,0,0,1234,403,0,9,27,0,2,1,0,0,0,0,36,18,1,108,4,0,0,0,0,0,0,73,77,4,58,0,0,1,0,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_175,142,26,0,0,5,2,0,1,1,3,118,59,39,465,0,0,1,12,0,0,1,2,7,4,51,0,0,0,0,3,0,6,0,19,0,14,5,0,0,8,2,0,0,0,0,17,6,k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera
OTU_176,1,0,0,0,4,0,2,0,0,0,0,0,5,1,0,0,37,6,71,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,1,1,16134,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus
OTU_177,0,0,415,31,92,3,21,5,0,0,0,0,0,0,225,117,1,27,56,0,5,0,0,5,0,1,4,2,0,205,3,0,4,0,2,1,0,20,6,1,65,0,2,0,4,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CaulobacteraceaeFA
OTU_179,82,25,0,0,5,0,2,0,1,2,57,39,9,91,3,0,3,3,5,0,5,1,8,30,18,18,0,0,1,6,0,18,15,63,56,53,13,0,0,1,5,1,1,5,73,14,37,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes
OTU_180,48,90,0,0,49,16,3,0,8,28,109,152,160,83,0,5,103,198,1,0,77,36,137,107,155,67,0,0,16,81,1,36,40,74,67,89,206,0,0,92,69,1,0,4,99,177,34,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_181,34,31,18,5,90,12,0,0,1,2,32,33,21,29,44,0,58,80,12,2,16,5,15,33,28,35,0,0,7,91,1,7,17,31,37,29,39,0,0,62,52,11,1,0,63,48,34,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Marmoricola
OTU_182,2,1,0,0,9,4,19,4,0,0,0,1,0,0,22,0,9,8,9,7,1,0,0,0,0,1,0,0,5,60,0,0,1,0,1,0,0,2,0,14,11,14751,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bogoriellaceae;g__Georgenia
OTU_185,75,39,0,0,7,8,0,0,1,11,51,81,10,47,0,0,4,14,17,0,8,8,29,42,47,23,0,0,3,6,2,22,8,105,38,65,35,0,0,1,11,1,1,3,48,35,96,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_186,0,0,16,2,0,2,6,0,0,2,10,1,0,0,2,7,0,3,0,0,15,0,4,12,2,35,0,0,0,1,14,1,2,1,6,4,10,0,0,1,2,0,10,0,6,0,3,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__OxalobacteraceaeFA
OTU_187,192,13,0,0,6,0,3,3,2,1,165,4,4,23,0,0,0,0,1,0,1,0,1,0,10,0,0,0,1,2,0,2,0,5,0,1,10,0,0,0,1,0,2,0,0,3,9,k__Bacteria;p__CCM11b;c__CCM11bPH;o__CCM11bPH;f__CCM11bPH;g__CCM11bPH
OTU_188,34,93,0,0,4,0,0,0,0,2,10,15,10,7,6,0,4,9,0,0,4,4,6,32,10,20,0,0,0,11,1,5,3,18,12,6,10,0,0,1,5,0,0,0,41,6,53,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosospira
OTU_189,156,18,0,0,5,3,1,0,2,3,96,83,2,75,0,0,3,5,0,0,3,1,3,17,25,0,0,0,3,0,0,17,0,62,1,31,17,0,0,6,4,0,0,1,0,3,59,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SyntrophobacteraceaeFA
OTU_190,1,5,0,5,174,231,0,0,3,2,0,4,0,1,0,0,101,138,0,0,3,2,22,201,2,15,0,0,44,345,0,7,7,17,5,37,6,0,0,231,476,0,1,0,3,25,12,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flexibacteraceae;g__Hymenobacter
OTU_191,67,24,0,0,9,5,0,0,2,4,26,122,10,23,0,0,3,15,0,0,15,2,56,31,31,17,0,0,1,4,0,2,11,85,42,36,30,0,1,3,12,0,0,0,54,12,25,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__RhodocyclalesOR;g__RhodocyclalesOR
OTU_192,13,151,0,0,3,1,0,0,1,10,57,111,42,118,0,0,4,3,4,0,12,3,56,125,5,49,0,0,1,0,1,5,53,50,28,18,88,0,0,0,2,0,1,0,2,208,171,k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__ChloracidobacteriaCL;f__ChloracidobacteriaCL;g__ChloracidobacteriaCL
OTU_194,16,24,129,14,26,1,2,35,5,8,94,19,45,15,42,27,2,5,27,8,151,11,68,114,15,34,1,1,1,30,44,31,16,34,84,53,22,0,1,2,16,19,33,2,105,64,71,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__SinobacteraceaeFA
OTU_195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_196,47,12,0,0,2,0,0,0,2,2,14,22,3,30,0,0,0,2,0,1,5,2,2,22,1,3,0,0,0,2,0,8,0,13,1,2,6,0,0,0,15,0,0,4,1,10,37,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_197,1,8,0,0,0,0,0,0,0,0,2,4,1,64,0,0,2,3,0,0,1,3,7,2,4,0,1,0,0,0,1,0,0,3,0,21,0,1,0,2,1,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter
OTU_198,41,13,0,0,7,4,0,0,0,0,4,2,2,8,0,0,1,41,0,0,13,0,8,0,27,2,0,0,4,11,0,2,0,17,2,13,8,0,0,5,5,0,0,1,4,2,25,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flexibacteraceae;g__FlexibacteraceaeFA
OTU_199,201,43,0,0,12,5,0,0,6,15,51,60,8,58,0,0,3,11,0,0,15,2,8,42,14,21,0,0,2,5,0,48,11,57,23,26,9,0,0,6,47,16,10,17,55,21,67,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Virgisporangium
OTU_201,8,10,2,0,6,1,0,0,438,754,10,4,3,5,0,0,2,4,0,0,29,283,1,23,4,6,0,0,0,5,0,87,1,2,4,13,3,0,0,2,5,0,0,163,48,7,14,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus
OTU_202,1,0,0,2,5,6,0,35,0,1,0,0,0,0,0,0,4,5,63,260,1,1,0,0,0,0,1,0,1,180,0,0,0,0,0,3,0,0,0,3,20,12925,1,0,1,0,1,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__Aurantimonas
OTU_204,1,8,0,1,1,0,0,0,1,0,3,0,2,1,0,0,0,1,0,0,22,0,4,0,0,0,0,0,0,1,1,1,2,2,6,0,7,0,0,0,2,6,2,0,6,6,7,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Saccharopolyspora
OTU_206,3,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,22,0,0,0,0,0,0,2,0,0,0,0,4,0,0,1,0,1,1,1,0,0,9,0,0,0,0,0,1,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__BradyrhizobiaceaeFA
OTU_207,5,1,0,0,2,2,3,0,1,0,3,1,43,15,0,0,0,1,12,0,8,3,14,22,1,1,0,0,0,5,0,1,1,8,1,2,8,0,1,2,1,0,0,1,3,29,5,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;g__Nonomuraea
OTU_208,29,156,0,0,26,6,0,0,2,6,173,81,271,98,0,0,6,12,78,0,44,7,113,210,68,71,0,0,16,8,1,31,4,115,42,32,229,0,0,1,21,0,0,0,20,444,136,k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera
OTU_209,1,0,0,6,0,0,5374,45,7,10,15,4,0,0,0,0,0,0,82,32,7,2,9,10,0,1,0,0,1,3,38,28,2,5,6,1,0,0,3,1,5,32,90,1,10,1,6,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Rhodopseudomonas
OTU_210,27,20,0,0,3,0,0,6,1,7,61,36,52,51,0,0,10,5,6,1,39,6,32,22,7,37,0,0,1,4,1,7,3,31,23,21,39,0,0,4,8,0,0,3,18,44,32,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__AcidimicrobialesOR;g__AcidimicrobialesOR
OTU_213,2,6,0,1,2,0,0,0,1,0,0,0,35,20,0,0,3,7,21,1,4,0,5,10,4,2,0,0,0,2,0,1,1,1,1,1,15,0,0,0,6,0,0,0,0,39,2,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter
OTU_214,18,7,1,0,7,5,0,0,10,22,100,13,4,0,0,0,4,3,0,0,11,7,0,7,5,7,0,0,4,12,24,278,8,35,13,16,3,0,0,6,7,22,19,3,124,2,37,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter
OTU_215,2,0,0,0,3,5,0,0,0,3,0,3,0,48,0,0,15,36,0,0,0,0,0,1,0,2,0,0,0,3,0,0,17,0,15,0,0,0,0,11,5,0,0,0,0,1,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus
OTU_216,37,15,0,0,18,12,21,23,0,4,16,25,18,24,0,0,8,17,87,18,15,9,14,16,18,15,0,0,3,18,4,35,9,30,15,19,13,0,0,9,15,11,9,3,34,24,16,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Patulibacteraceae;g__PatulibacteraceaeFA
OTU_218,93,16,1,0,13,4,10,0,6,8,60,27,68,59,0,0,11,15,38,0,42,5,12,40,16,10,0,0,2,16,0,17,9,40,19,24,20,0,0,4,11,0,0,6,24,48,42,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Solirubrobacteraceae;g__SolirubrobacteraceaeFA
OTU_219,9,21,0,0,3,2,0,0,0,2,7,15,72,66,0,0,26,38,23,0,41,4,50,24,44,23,0,0,1,9,0,2,7,23,13,30,64,0,0,10,19,0,0,0,22,45,10,k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Spartobacteriales;f__Spartobacteriaceae;g__MC18
OTU_221,34,7,0,0,5,17,12,2,0,1,9,2,1,5,0,0,4,8,23,1,7,0,1,20,37,13,0,0,0,7,0,8,1,1,0,3,8,0,0,4,15,0,0,0,3,1,6,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinosynnemataceae;g__Saccharothrix
OTU_222,44,39,0,0,13,10,0,0,5,2,102,87,4,27,0,0,2,47,0,0,9,12,32,65,12,31,0,1,3,19,0,29,12,128,72,45,35,0,0,4,15,0,0,2,61,13,180,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_223,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__SinobacteraceaeFA
OTU_225,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__Steroidobacter
OTU_228,52,42,0,0,19,10,0,1,2,4,90,52,10,45,9,0,7,8,0,0,0,0,3,10,11,4,0,0,2,3,0,13,5,65,2,1,9,0,0,2,15,0,0,0,1,4,4,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__ActinobacteriaCL;f__ActinobacteriaCL;g__ActinobacteriaCL
OTU_229,9,15,0,0,0,0,1,3,10,33,25,21,1,1,0,0,0,0,16,2,79,1,5,28,20,7,0,0,2,0,1,22,1,22,24,7,4,0,0,2,0,28,4,9,9,9,19,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA
OTU_231,63,32,0,0,3,5,1,0,2,2,27,38,0,14,0,0,6,4,29,0,8,1,31,1,12,7,0,0,1,10,0,9,0,40,3,51,37,0,0,4,10,4,3,0,1,23,38,k__Bacteria;p__Acidobacteria;c__iii1_8;o__DS_18;f__DS_18OR;g__DS_18OR
